Time,Customer,Facility,GrowthRate
15-03-2023,Customer1,Facility1,0.009983519
16-03-2023,Customer1,Facility1,0.013839398
17-03-2023,Customer1,Facility1,0.013839398
18-03-2023,Customer1,Facility1,0.013839398
19-03-2023,Customer1,Facility1,0.013839398
20-03-2023,Customer1,Facility1,0.013839398
21-03-2023,Customer1,Facility1,0.013839398
22-03-2023,Customer1,Facility1,0.013839398
23-03-2023,Customer1,Facility1,0.013839398
24-03-2023,Customer1,Facility1,0.013839398
25-03-2023,Customer1,Facility1,0.013839398
26-03-2023,Customer1,Facility1,0.013839398
27-03-2023,Customer1,Facility1,0.013839398
28-03-2023,Customer1,Facility1,0.013839398
29-03-2023,Customer1,Facility1,0.013839398
30-03-2023,Customer1,Facility1,0.013839398
31-03-2023,Customer1,Facility1,0.013839398
01-04-2023,Customer1,Facility1,0.013839398
02-04-2023,Customer1,Facility1,0.013839398
03-04-2023,Customer1,Facility1,0.013839398
04-04-2023,Customer1,Facility1,0.013839398
05-04-2023,Customer1,Facility1,0.013839398
06-04-2023,Customer1,Facility1,0.013839398
07-04-2023,Customer1,Facility1,0.013839398
08-04-2023,Customer1,Facility1,0.013839398
09-04-2023,Customer1,Facility1,0.013839398
10-04-2023,Customer1,Facility1,0.013839398
11-04-2023,Customer1,Facility1,0.013839398
12-04-2023,Customer1,Facility1,0.013839398
13-04-2023,Customer1,Facility1,0.013839398
14-04-2023,Customer1,Facility1,0.013839398
15-04-2023,Customer1,Facility1,0.013839398
16-04-2023,Customer1,Facility1,0.013839398
17-04-2023,Customer1,Facility1,0.013839398
18-04-2023,Customer1,Facility1,0.013839398
19-04-2023,Customer1,Facility1,0.013839398
20-04-2023,Customer1,Facility1,0.013839398
21-04-2023,Customer1,Facility1,0.013839398
22-04-2023,Customer1,Facility1,0.013839398
23-04-2023,Customer1,Facility1,0.013839398
24-04-2023,Customer1,Facility1,0.013839398
25-04-2023,Customer1,Facility1,0.013839398
26-04-2023,Customer1,Facility1,0.013839398
27-04-2023,Customer1,Facility1,0.013839398
28-04-2023,Customer1,Facility1,0.013839398
29-04-2023,Customer1,Facility1,0.013839398
30-04-2023,Customer1,Facility1,0.013839398
01-05-2023,Customer1,Facility1,0.013839398
02-05-2023,Customer1,Facility1,0.013839398
03-05-2023,Customer1,Facility1,0.013839398
04-05-2023,Customer1,Facility1,0.013839398
05-05-2023,Customer1,Facility1,0.013839398
06-05-2023,Customer1,Facility1,0.013839398
07-05-2023,Customer1,Facility1,0.013839398
08-05-2023,Customer1,Facility1,0.013839398
09-05-2023,Customer1,Facility1,0.013839398
10-05-2023,Customer1,Facility1,0.013839398
11-05-2023,Customer1,Facility1,0.013839398
12-05-2023,Customer1,Facility1,0.013839398
13-05-2023,Customer1,Facility1,0.013839398
14-05-2023,Customer1,Facility1,0.013839398
15-05-2023,Customer1,Facility1,0.013839398
16-05-2023,Customer1,Facility1,0.013839398
17-05-2023,Customer1,Facility1,0.013839398
18-05-2023,Customer1,Facility1,0.013839398
19-05-2023,Customer1,Facility1,0.013839398
20-05-2023,Customer1,Facility1,0.013839398
21-05-2023,Customer1,Facility1,0.013839398
22-05-2023,Customer1,Facility1,0.013839398
23-05-2023,Customer1,Facility1,0.013839398
24-05-2023,Customer1,Facility1,0.013839398
25-05-2023,Customer1,Facility1,0.013839398
26-05-2023,Customer1,Facility1,0.013839398
27-05-2023,Customer1,Facility1,0.013839398
28-05-2023,Customer1,Facility1,0.013839398
29-05-2023,Customer1,Facility1,0.013839398
30-05-2023,Customer1,Facility1,0.013839398
31-05-2023,Customer1,Facility1,0.013839398
01-06-2023,Customer1,Facility1,0.013839398
02-06-2023,Customer1,Facility1,0.013839398
03-06-2023,Customer1,Facility1,0.013839398
04-06-2023,Customer1,Facility1,0.013839398
05-06-2023,Customer1,Facility1,0.013839398
06-06-2023,Customer1,Facility1,0.013839398
07-06-2023,Customer1,Facility1,0.013839398
08-06-2023,Customer1,Facility1,0.013839398
09-06-2023,Customer1,Facility1,0.013839398
10-06-2023,Customer1,Facility1,0.013839398
11-06-2023,Customer1,Facility1,0.013839398
12-06-2023,Customer1,Facility1,0.013839398
13-06-2023,Customer1,Facility1,0.013839398
14-06-2023,Customer1,Facility1,0.013839398
15-06-2023,Customer1,Facility1,0.013839398
16-06-2023,Customer1,Facility1,0.013839398
17-06-2023,Customer1,Facility1,0.013839398
18-06-2023,Customer1,Facility1,0.013839398
19-06-2023,Customer1,Facility1,0.013839398
20-06-2023,Customer1,Facility1,0.013839398
21-06-2023,Customer1,Facility1,0.013839398
22-06-2023,Customer1,Facility1,0.013839398
23-06-2023,Customer1,Facility1,0.013839398
24-06-2023,Customer1,Facility1,0.013839398
25-06-2023,Customer1,Facility1,0.013839398
26-06-2023,Customer1,Facility1,0.013839398
27-06-2023,Customer1,Facility1,0.013839398
28-06-2023,Customer1,Facility1,0.013839398
29-06-2023,Customer1,Facility1,0.013839398
30-06-2023,Customer1,Facility1,0.013839398
01-07-2023,Customer1,Facility1,0.013839398
02-07-2023,Customer1,Facility1,0.013839398
03-07-2023,Customer1,Facility1,0.013839398
04-07-2023,Customer1,Facility1,0.013839398
05-07-2023,Customer1,Facility1,0.013839398
06-07-2023,Customer1,Facility1,0.013839398
07-07-2023,Customer1,Facility1,0.013839398
08-07-2023,Customer1,Facility1,0.013839398
09-07-2023,Customer1,Facility1,0.013839398
10-07-2023,Customer1,Facility1,0.013839398
11-07-2023,Customer1,Facility1,0.013839398
12-07-2023,Customer1,Facility1,0.013839398
13-07-2023,Customer1,Facility1,0.013839398
14-07-2023,Customer1,Facility1,0.013839398
15-07-2023,Customer1,Facility1,0.013839398
16-07-2023,Customer1,Facility1,0.013839398
17-07-2023,Customer1,Facility1,0.013839398
18-07-2023,Customer1,Facility1,0.013839398
19-07-2023,Customer1,Facility1,0.013839398
20-07-2023,Customer1,Facility1,0.013839398
21-07-2023,Customer1,Facility1,0.013839398
22-07-2023,Customer1,Facility1,0.013839398
23-07-2023,Customer1,Facility1,0.013839398
24-07-2023,Customer1,Facility1,0.013839398
25-07-2023,Customer1,Facility1,0.013839398
26-07-2023,Customer1,Facility1,0.013839398
27-07-2023,Customer1,Facility1,0.013839398
28-07-2023,Customer1,Facility1,0.013839398
29-07-2023,Customer1,Facility1,0.013839398
30-07-2023,Customer1,Facility1,0.013839398
31-07-2023,Customer1,Facility1,0.013839398
01-08-2023,Customer1,Facility1,0.013839398
02-08-2023,Customer1,Facility1,0.013839398
03-08-2023,Customer1,Facility1,0.013839398
04-08-2023,Customer1,Facility1,0.013839398
05-08-2023,Customer1,Facility1,0.013839398
06-08-2023,Customer1,Facility1,0.013839398
07-08-2023,Customer1,Facility1,0.013839398
08-08-2023,Customer1,Facility1,0.013839398
09-08-2023,Customer1,Facility1,0.013839398
10-08-2023,Customer1,Facility1,0.01594246
11-08-2023,Customer1,Facility1,0.01594246
12-08-2023,Customer1,Facility1,0.01594246
13-08-2023,Customer1,Facility1,0.01594246
14-08-2023,Customer1,Facility1,0.01594246
15-08-2023,Customer1,Facility1,0.01594246
16-08-2023,Customer1,Facility1,0.01594246
17-08-2023,Customer1,Facility1,0.01594246
18-08-2023,Customer1,Facility1,0.01594246
19-08-2023,Customer1,Facility1,0.01594246
20-08-2023,Customer1,Facility1,0.01594246
21-08-2023,Customer1,Facility1,0.01594246
22-08-2023,Customer1,Facility1,0.01594246
23-08-2023,Customer1,Facility1,0.01594246
24-08-2023,Customer1,Facility1,0.01594246
25-08-2023,Customer1,Facility1,0.01765904
26-08-2023,Customer1,Facility1,0.01765904
27-08-2023,Customer1,Facility1,0.01765904
28-08-2023,Customer1,Facility1,0.01765904
29-08-2023,Customer1,Facility1,0.01765904
30-08-2023,Customer1,Facility1,0.01765904
31-08-2023,Customer1,Facility1,0.01765904
01-09-2023,Customer1,Facility1,0.01765904
02-09-2023,Customer1,Facility1,0.01765904
03-09-2023,Customer1,Facility1,0.01765904
04-09-2023,Customer1,Facility1,0.01765904
05-09-2023,Customer1,Facility1,0.01765904
06-09-2023,Customer1,Facility1,0.01765904
07-09-2023,Customer1,Facility1,0.01765904
08-09-2023,Customer1,Facility1,0.01765904
09-09-2023,Customer1,Facility1,0.01765904
10-09-2023,Customer1,Facility1,0.01765904
11-09-2023,Customer1,Facility1,0.01765904
12-09-2023,Customer1,Facility1,0.01765904
13-09-2023,Customer1,Facility1,0.01765904
14-09-2023,Customer1,Facility1,0.01765904
15-09-2023,Customer1,Facility1,0.01765904
16-09-2023,Customer1,Facility1,0.01765904
17-09-2023,Customer1,Facility1,0.01765904
18-09-2023,Customer1,Facility1,0.01765904
19-09-2023,Customer1,Facility1,0.01765904
20-09-2023,Customer1,Facility1,0.025490984
21-09-2023,Customer1,Facility1,0.025490984
22-09-2023,Customer1,Facility1,0.025490984
23-09-2023,Customer1,Facility1,0.025490984
24-09-2023,Customer1,Facility1,0.025490984
25-09-2023,Customer1,Facility1,0.025490984
26-09-2023,Customer1,Facility1,0.025490984
27-09-2023,Customer1,Facility1,0.025490984
28-09-2023,Customer1,Facility1,0.025490984
29-09-2023,Customer1,Facility1,0.025490984
30-09-2023,Customer1,Facility1,0.025490984
01-10-2023,Customer1,Facility1,0.025490984
02-10-2023,Customer1,Facility1,0.025490984
03-10-2023,Customer1,Facility1,0.025490984
04-10-2023,Customer1,Facility1,0.025490984
05-10-2023,Customer1,Facility1,0.025490984
06-10-2023,Customer1,Facility1,0.025490984
07-10-2023,Customer1,Facility1,0.025490984
08-10-2023,Customer1,Facility1,0.025490984
09-10-2023,Customer1,Facility1,0.025490984
10-10-2023,Customer1,Facility1,0.025490984
11-10-2023,Customer1,Facility1,0.025490984
12-10-2023,Customer1,Facility1,0.025490984
13-10-2023,Customer1,Facility1,0.025490984
14-10-2023,Customer1,Facility1,0.025490984
15-10-2023,Customer1,Facility1,0.025490984
16-10-2023,Customer1,Facility1,0.025490984
17-10-2023,Customer1,Facility1,0.025490984
18-10-2023,Customer1,Facility1,0.025490984
19-10-2023,Customer1,Facility1,0.025490984
20-10-2023,Customer1,Facility1,0.025490984
21-10-2023,Customer1,Facility1,0.025490984
22-10-2023,Customer1,Facility1,0.025490984
23-10-2023,Customer1,Facility1,0.025490984
24-10-2023,Customer1,Facility1,0.025490984
25-10-2023,Customer1,Facility1,0.025490984
26-10-2023,Customer1,Facility1,0.025490984
27-10-2023,Customer1,Facility1,0.025490984
28-10-2023,Customer1,Facility1,0.025490984
29-10-2023,Customer1,Facility1,0.025490984
30-10-2023,Customer1,Facility1,0.025490984
31-10-2023,Customer1,Facility1,0.025490984
01-11-2023,Customer1,Facility1,0.025490984
02-11-2023,Customer1,Facility1,0.025490984
03-11-2023,Customer1,Facility1,0.025490984
04-11-2023,Customer1,Facility1,0.025490984
05-11-2023,Customer1,Facility1,0.025490984
06-11-2023,Customer1,Facility1,0.025490984
07-11-2023,Customer1,Facility1,0.025490984
08-11-2023,Customer1,Facility1,0.025490984
09-11-2023,Customer1,Facility1,0.025490984
10-11-2023,Customer1,Facility1,0.025490984
11-11-2023,Customer1,Facility1,0.025490984
12-11-2023,Customer1,Facility1,0.025490984
13-11-2023,Customer1,Facility1,0.025490984
14-11-2023,Customer1,Facility1,0.025490984
15-11-2023,Customer1,Facility1,0.025490984
16-11-2023,Customer1,Facility1,0.025490984
17-11-2023,Customer1,Facility1,0.025490984
18-11-2023,Customer1,Facility1,0.025490984
19-11-2023,Customer1,Facility1,0.025490984
20-11-2023,Customer1,Facility1,0.025490984
21-11-2023,Customer1,Facility1,0.025490984
22-11-2023,Customer1,Facility1,0.025490984
23-11-2023,Customer1,Facility1,0.025490984
24-11-2023,Customer1,Facility1,0.025490984
25-11-2023,Customer1,Facility1,0.025490984
26-11-2023,Customer1,Facility1,0.025490984
27-11-2023,Customer1,Facility1,0.025490984
28-11-2023,Customer1,Facility1,0.025490984
29-11-2023,Customer1,Facility1,0.025490984
30-11-2023,Customer1,Facility1,0.025490984
01-12-2023,Customer1,Facility1,0.025490984
02-12-2023,Customer1,Facility1,0.025490984
03-12-2023,Customer1,Facility1,0.025490984
04-12-2023,Customer1,Facility1,0.025490984
05-12-2023,Customer1,Facility1,0.025490984
06-12-2023,Customer1,Facility1,0.025490984
07-12-2023,Customer1,Facility1,0.025490984
08-12-2023,Customer1,Facility1,0.025490984
09-12-2023,Customer1,Facility1,0.025490984
10-12-2023,Customer1,Facility1,0.025490984
11-12-2023,Customer1,Facility1,0.025490984
12-12-2023,Customer1,Facility1,0.025490984
13-12-2023,Customer1,Facility1,0.025490984
14-12-2023,Customer1,Facility1,0.025490984
15-12-2023,Customer1,Facility1,0.025490984
16-12-2023,Customer1,Facility1,0.025490984
17-12-2023,Customer1,Facility1,0.025490984
18-12-2023,Customer1,Facility1,0.025490984
19-12-2023,Customer1,Facility1,0.025490984
20-12-2023,Customer1,Facility1,0.025490984
21-12-2023,Customer1,Facility1,0.025490984
22-12-2023,Customer1,Facility1,0.025490984
23-12-2023,Customer1,Facility1,0.025490984
24-12-2023,Customer1,Facility1,0.025490984
25-12-2023,Customer1,Facility1,0.025490984
26-12-2023,Customer1,Facility1,0.025490984
27-12-2023,Customer1,Facility1,0.025490984
28-12-2023,Customer1,Facility1,0.025490984
29-12-2023,Customer1,Facility1,0.025490984
30-12-2023,Customer1,Facility1,0.025490984
31-12-2023,Customer1,Facility1,0.025490984
01-01-2024,Customer1,Facility1,0.025490984
02-01-2024,Customer1,Facility1,0.025490984
03-01-2024,Customer1,Facility1,0.025490984
04-01-2024,Customer1,Facility1,0.025490984
05-01-2024,Customer1,Facility1,0.025490984
06-01-2024,Customer1,Facility1,0.025490984
07-01-2024,Customer1,Facility1,0.025490984
08-01-2024,Customer1,Facility1,0.025490984
09-01-2024,Customer1,Facility1,0.025490984
10-01-2024,Customer1,Facility1,0.025490984
11-01-2024,Customer1,Facility1,0.025490984
12-01-2024,Customer1,Facility1,0.025490984
13-01-2024,Customer1,Facility1,0.025490984
14-01-2024,Customer1,Facility1,0.025490984
15-01-2024,Customer1,Facility1,0.025490984
16-01-2024,Customer1,Facility1,0.025490984
17-01-2024,Customer1,Facility1,0.025490984
18-01-2024,Customer1,Facility1,0.030356862
19-01-2024,Customer1,Facility1,0.030356862
20-01-2024,Customer1,Facility1,0.030356862
21-01-2024,Customer1,Facility1,0.030356862
22-01-2024,Customer1,Facility1,0.030356862
23-01-2024,Customer1,Facility1,0.030356862
24-01-2024,Customer1,Facility1,0.030356862
25-01-2024,Customer1,Facility1,0.030356862
26-01-2024,Customer1,Facility1,0.030356862
27-01-2024,Customer1,Facility1,0.030356862
28-01-2024,Customer1,Facility1,0.030356862
29-01-2024,Customer1,Facility1,0.030356862
30-01-2024,Customer1,Facility1,0.030356862
31-01-2024,Customer1,Facility1,0.030356862
01-02-2024,Customer1,Facility1,0.030356862
02-02-2024,Customer1,Facility1,0.030356862
03-02-2024,Customer1,Facility1,0.030356862
04-02-2024,Customer1,Facility1,0.030356862
05-02-2024,Customer1,Facility1,0.030356862
06-02-2024,Customer1,Facility1,0.030356862
07-02-2024,Customer1,Facility1,0.030356862
08-02-2024,Customer1,Facility1,0.030356862
09-02-2024,Customer1,Facility1,0.030356862
10-02-2024,Customer1,Facility1,0.030356862
11-02-2024,Customer1,Facility1,0.030356862
12-02-2024,Customer1,Facility1,0.030356862
13-02-2024,Customer1,Facility1,0.030356862
14-02-2024,Customer1,Facility1,0.030356862
15-02-2024,Customer1,Facility1,0.030356862
16-02-2024,Customer1,Facility1,0.030356862
17-02-2024,Customer1,Facility1,0.030629799
18-02-2024,Customer1,Facility1,0.030629799
19-02-2024,Customer1,Facility1,0.030629799
20-02-2024,Customer1,Facility1,0.030629799
21-02-2024,Customer1,Facility1,0.030629799
22-02-2024,Customer1,Facility1,0.030629799
23-02-2024,Customer1,Facility1,0.030629799
24-02-2024,Customer1,Facility1,0.030629799
25-02-2024,Customer1,Facility1,0.030629799
26-02-2024,Customer1,Facility1,0.030629799
27-02-2024,Customer1,Facility1,0.030629799
28-02-2024,Customer1,Facility1,0.030629799
29-02-2024,Customer1,Facility1,0.030629799
01-03-2024,Customer1,Facility1,0.030629799
02-03-2024,Customer1,Facility1,0.030629799
03-03-2024,Customer1,Facility1,0.030629799
04-03-2024,Customer1,Facility1,0.030629799
05-03-2024,Customer1,Facility1,0.033686708
06-03-2024,Customer1,Facility1,0.033686708
07-03-2024,Customer1,Facility1,0.035321816
08-03-2024,Customer1,Facility1,0.035321816
09-03-2024,Customer1,Facility1,0.035321816
10-03-2024,Customer1,Facility1,0.035321816
11-03-2024,Customer1,Facility1,0.035321816
12-03-2024,Customer1,Facility1,0.035321816
13-03-2024,Customer1,Facility1,0.035321816
14-03-2024,Customer1,Facility1,0.035321816
15-03-2024,Customer1,Facility1,0.035321816
16-03-2024,Customer1,Facility1,0.035321816
17-03-2024,Customer1,Facility1,0.035321816
18-03-2024,Customer1,Facility1,0.036761747
19-03-2024,Customer1,Facility1,0.036761747
20-03-2024,Customer1,Facility1,0.036761747
21-03-2024,Customer1,Facility1,0.036761747
22-03-2024,Customer1,Facility1,0.036761747
23-03-2024,Customer1,Facility1,0.036761747
24-03-2024,Customer1,Facility1,0.036761747
25-03-2024,Customer1,Facility1,0.036761747
26-03-2024,Customer1,Facility1,0.036761747
27-03-2024,Customer1,Facility1,0.036761747
28-03-2024,Customer1,Facility1,0.036761747
29-03-2024,Customer1,Facility1,0.036761747
30-03-2024,Customer1,Facility1,0.036761747
31-03-2024,Customer1,Facility1,0.036761747
01-04-2024,Customer1,Facility1,0.036761747
02-04-2024,Customer1,Facility1,0.036761747
03-04-2024,Customer1,Facility1,0.036761747
04-04-2024,Customer1,Facility1,0.036761747
05-04-2024,Customer1,Facility1,0.036761747
06-04-2024,Customer1,Facility1,0.036761747
07-04-2024,Customer1,Facility1,0.036761747
08-04-2024,Customer1,Facility1,0.036761747
09-04-2024,Customer1,Facility1,0.036761747
10-04-2024,Customer1,Facility1,0.036761747
11-04-2024,Customer1,Facility1,0.036761747
12-04-2024,Customer1,Facility1,0.036761747
13-04-2024,Customer1,Facility1,0.036761747
14-04-2024,Customer1,Facility1,0.036761747
15-04-2024,Customer1,Facility1,0.036761747
16-04-2024,Customer1,Facility1,0.041515368
17-04-2024,Customer1,Facility1,0.041515368
18-04-2024,Customer1,Facility1,0.041515368
19-04-2024,Customer1,Facility1,0.041515368
20-04-2024,Customer1,Facility1,0.041515368
21-04-2024,Customer1,Facility1,0.041515368
22-04-2024,Customer1,Facility1,0.041515368
23-04-2024,Customer1,Facility1,0.041515368
24-04-2024,Customer1,Facility1,0.041515368
25-04-2024,Customer1,Facility1,0.041515368
26-04-2024,Customer1,Facility1,0.041515368
27-04-2024,Customer1,Facility1,0.041515368
28-04-2024,Customer1,Facility1,0.041515368
29-04-2024,Customer1,Facility1,0.041515368
30-04-2024,Customer1,Facility1,0.041515368
01-05-2024,Customer1,Facility1,0.041515368
02-05-2024,Customer1,Facility1,0.041515368
03-05-2024,Customer1,Facility1,0.041515368
04-05-2024,Customer1,Facility1,0.041515368
05-05-2024,Customer1,Facility1,0.041515368
06-05-2024,Customer1,Facility1,0.041515368
07-05-2024,Customer1,Facility1,0.041515368
08-05-2024,Customer1,Facility1,0.041515368
09-05-2024,Customer1,Facility1,0.041515368
10-05-2024,Customer1,Facility1,0.041515368
11-05-2024,Customer1,Facility1,0.041515368
12-05-2024,Customer1,Facility1,0.041515368
13-05-2024,Customer1,Facility1,0.041515368
14-05-2024,Customer1,Facility1,0.041515368
15-05-2024,Customer1,Facility1,0.041515368
16-05-2024,Customer1,Facility1,0.041515368
17-05-2024,Customer1,Facility1,0.041515368
18-05-2024,Customer1,Facility1,0.041515368
19-05-2024,Customer1,Facility1,0.041515368
20-05-2024,Customer1,Facility1,0.041515368
21-05-2024,Customer1,Facility1,0.041515368
22-05-2024,Customer1,Facility1,0.041515368
23-05-2024,Customer1,Facility1,0.041515368
24-05-2024,Customer1,Facility1,0.041515368
25-05-2024,Customer1,Facility1,0.041515368
26-05-2024,Customer1,Facility1,0.041515368
27-05-2024,Customer1,Facility1,0.041515368
28-05-2024,Customer1,Facility1,0.041515368
29-05-2024,Customer1,Facility1,0.041515368
30-05-2024,Customer1,Facility1,0.041515368
31-05-2024,Customer1,Facility1,0.041515368
01-06-2024,Customer1,Facility1,0.041515368
02-06-2024,Customer1,Facility1,0.041515368
03-06-2024,Customer1,Facility1,0.041515368
04-06-2024,Customer1,Facility1,0.04492078
05-06-2024,Customer1,Facility1,0.04492078
06-06-2024,Customer1,Facility1,0.04492078
07-06-2024,Customer1,Facility1,0.04492078
08-06-2024,Customer1,Facility1,0.04492078
09-06-2024,Customer1,Facility1,0.046304887
10-06-2024,Customer1,Facility1,0.046304887
11-06-2024,Customer1,Facility1,0.046304887
12-06-2024,Customer1,Facility1,0.046304887
13-06-2024,Customer1,Facility1,0.046304887
14-06-2024,Customer1,Facility1,0.046304887
15-06-2024,Customer1,Facility1,0.046445071
16-06-2024,Customer1,Facility1,0.046445071
17-06-2024,Customer1,Facility1,0.046445071
18-06-2024,Customer1,Facility1,0.046445071
19-06-2024,Customer1,Facility1,0.046445071
20-06-2024,Customer1,Facility1,0.046445071
21-06-2024,Customer1,Facility1,0.046445071
22-06-2024,Customer1,Facility1,0.046445071
23-06-2024,Customer1,Facility1,0.046445071
24-06-2024,Customer1,Facility1,0.046445071
25-06-2024,Customer1,Facility1,0.046445071
26-06-2024,Customer1,Facility1,0.046445071
27-06-2024,Customer1,Facility1,0.046445071
28-06-2024,Customer1,Facility1,0.052385923
29-06-2024,Customer1,Facility1,0.052385923
30-06-2024,Customer1,Facility1,0.052385923
01-07-2024,Customer1,Facility1,0.052385923
02-07-2024,Customer1,Facility1,0.052385923
03-07-2024,Customer1,Facility1,0.052385923
04-07-2024,Customer1,Facility1,0.052385923
05-07-2024,Customer1,Facility1,0.052385923
06-07-2024,Customer1,Facility1,0.052385923
07-07-2024,Customer1,Facility1,0.052385923
08-07-2024,Customer1,Facility1,0.052385923
09-07-2024,Customer1,Facility1,0.052385923
10-07-2024,Customer1,Facility1,0.052385923
11-07-2024,Customer1,Facility1,0.052385923
12-07-2024,Customer1,Facility1,0.052385923
13-07-2024,Customer1,Facility1,0.052385923
14-07-2024,Customer1,Facility1,0.052385923
15-07-2024,Customer1,Facility1,0.052385923
16-07-2024,Customer1,Facility1,0.052385923
17-07-2024,Customer1,Facility1,0.052385923
18-07-2024,Customer1,Facility1,0.052385923
19-07-2024,Customer1,Facility1,0.052385923
20-07-2024,Customer1,Facility1,0.053521323
21-07-2024,Customer1,Facility1,0.053521323
22-07-2024,Customer1,Facility1,0.053521323
23-07-2024,Customer1,Facility1,0.053521323
24-07-2024,Customer1,Facility1,0.053521323
25-07-2024,Customer1,Facility1,0.053521323
26-07-2024,Customer1,Facility1,0.053521323
27-07-2024,Customer1,Facility1,0.053521323
28-07-2024,Customer1,Facility1,0.053521323
29-07-2024,Customer1,Facility1,0.055775341
30-07-2024,Customer1,Facility1,0.055775341
31-07-2024,Customer1,Facility1,0.055775341
01-08-2024,Customer1,Facility1,0.055775341
02-08-2024,Customer1,Facility1,0.055775341
03-08-2024,Customer1,Facility1,0.055775341
04-08-2024,Customer1,Facility1,0.055775341
05-08-2024,Customer1,Facility1,0.055775341
06-08-2024,Customer1,Facility1,0.055775341
07-08-2024,Customer1,Facility1,0.055775341
08-08-2024,Customer1,Facility1,0.055775341
09-08-2024,Customer1,Facility1,0.055775341
10-08-2024,Customer1,Facility1,0.055775341
11-08-2024,Customer1,Facility1,0.055775341
12-08-2024,Customer1,Facility1,0.055775341
13-08-2024,Customer1,Facility1,0.055775341
14-08-2024,Customer1,Facility1,0.055775341
15-08-2024,Customer1,Facility1,0.055775341
16-08-2024,Customer1,Facility1,0.055775341
17-08-2024,Customer1,Facility1,0.055775341
18-08-2024,Customer1,Facility1,0.055775341
19-08-2024,Customer1,Facility1,0.055775341
20-08-2024,Customer1,Facility1,0.055775341
21-08-2024,Customer1,Facility1,0.055775341
22-08-2024,Customer1,Facility1,0.055775341
23-08-2024,Customer1,Facility1,0.055775341
24-08-2024,Customer1,Facility1,0.055775341
25-08-2024,Customer1,Facility1,0.055775341
26-08-2024,Customer1,Facility1,0.055775341
27-08-2024,Customer1,Facility1,0.055775341
28-08-2024,Customer1,Facility1,0.055775341
29-08-2024,Customer1,Facility1,0.055775341
